change_point_date,mu_1_mean,mu_2_mean,percent_change,closest_event,event_date,event_type,event_description
2022-09-30 00:00:00,0.0001929366796696283,8.964492256241674e-05,-53.536609671152924,G7 Russian oil price cap,2022-09-02 00:00:00,Economic Sanctions,Price cap policy influenced market pricing dynamics
